"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 2.docx","default","E falando em objetivo, um dos objetivos é esse. O objetivo mais incrível, que esse dia estava até no slide meu de aula, está lá. Promover e estimular a cultura local. Isso, eu digo, o ICMBio fez de forma exemplar. Resgatou o coco, resgatou o bumba meu boi, resgatou o forró e as festas juninas. Coisa que foi completamente apagada. por conta exatamente da descaracterização da cultura local por vários fatores políticos e culturais e religiosos.","ctid:241","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 3.docx","default","Às vezes, o público é meio complicado em trabalhar, mas incentivar e apoiar certas manifestações. Então, acho que isso sim. Eu acho que já foi feito um levantamento deles. Às vezes, quando alguém nos mostra o que é que tem de eventos culturais tradicionais da APA. E eu acho que ela poderia entrar nisso. E a gente, que é uma coisa que aconteceu essa semana, que vocês devem ter visto, foi o... O pessoal ganhou um prêmio de cinema, né","ctid:262","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 6.docx","default","Graças a Deus há resistência. E dentro da Unidade de Conservação, dentro da APA tem vários projetos que valoram e que incentivam a manutenção dessa cultura, para que ela não se perca. Então foi impactado, mas a gente ainda resiste, a gente ainda está lá.","ctid:342","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 8.docx","default"," E a gente, dentro desse plano de trabalho desse projeto, a gente quer fazer um mapeamento cultural das atividades existentes aqui no município de Porto de Pedras, seja cultura relacionada à culinária, às tradições orais, às expressões artísticas, de forma diversa. E a gente quer trazer, com esse mapeamento, luz para essas práticas, tendo como ponto focal, como público-alvo, a comunidade mais jovem. E como a gente quer que seja atrativo para eles, pensando em um formato mais moderno, que seria uma série em podcast. Então a gente, no nosso plano de trabalho, a gente pensa em fazer uma série de entrevistas com dez episódios, transmitir ao vivo no YouTube, fazer essa divulgação prévia nas escolas, que é o público-alvo que a gente quer atingir. E, de forma atrativa, trazer para eles esses costumes que muitas das vezes a gente não conhece mais. E vão se perdendo com o passar do tempo. A população vai envelhecendo, esse conhecimento, esses saberes não são repassados e acaba se perdendo.","ctid:391","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 9.docx","default","E essa pesca, ela tá perdendo o interesse por parte dos pescadores, dos nativos. Porque ela não tá dando o resultado financeiro, o retorno financeiro que era pra dar. A gente tá vivendo hoje no mundo que a tecnologia é avançada e a gente tem uma prática de manipulação do pescado ainda centenária. Então tá muito atrasado. Aí eu criei o Festival do Boca Mole, que é uma festa que assim toda cidade ela tem, geralmente festa da pitomba, aí da pinha, do bode, a dadainha que aqui abriu de uma, que é bem próximo da gente. E assim, depois que… de eu me eleger pra vereador, eu tive a ideia de fazer o festival. Pra trazer, assim, uma visibilidade melhor, a questão da pesca, pra tentar potencializar, né? A pesca a gente tem que valorizar ou investir naquilo que é da gente, naquilo que a gente tem. E eu criei esse festival, todos os anos acontece, né? É o terceiro, esse é o quarto, a quarta edição a gente vai fazer esse ano ainda.","ctid:409","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 9.docx","default","O contato com a natureza é outra coisa. E a gente tem, eu tenho alguns outros projetos, como o passeio de caiaque, o resgate, assim, contar a história das barcaças, que antigamente era responsável pelo transporte de toda a produção da cana-de-açúcar pelo mar, que o porto dela era em Gravatá","ctid:418","2 Políticas de estímulo a cultura local","","Estímulo à cultura local","Núcleo de Políticas"
"Entrevistado 10.docx","default","Fraquíssima, é como eu falei no início da nossa prosa aí, fraquíssima, temos pouquíssimas ongues,","ctid:36","2 Pouca atuação efetiva","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 9.docx","default","Olha, eu tenho uma opinião um pouco, talvez me vá divergir com muita gente. Eu acho que é só dinheiro. Meu ponto de vista, eu não… Nada contra. Mas eu acho que é muito dinheiro pra produção. Muito dinheiro pra produção. Você procura. Porque você não pega e você não… Não investe em projetos e associações. Presta tudo em conta da gente e ela é bem rígida. ","ctid:425","2 Pouca atuação efetiva","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 9.docx","default","É muito serviço que eles provam, né? Gastam, mas que eu acho que existe muito desvio. É importante mesmo, mas assim, eu acho que elas fazem muito pouco, né? Se alimentam muito. ","ctid:426","2 Pouca atuação efetiva","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 10.docx","default","Sim.","ctid:27","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 12.docx","default","Tem ela, essa pessoa, Ela consegue assistir às reuniões, que é transmitida via YouTube para qualquer pessoa. Então, sempre que eu estou na reunião do conselho, ela sempre está assistindo também pelo YouTube. Então, ela em tempo real está se enterrando das informações.","ctid:74","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 14.docx","default","Ah, sim. Entre a gente,","ctid:97","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 14.docx","default"," A gente já reivindicou aqui um canal, né, que houvesse anunciado, o próprio site da FUNDAJ, porque, por exemplo, eu não sei quem é que representam quem aqui dentro, né? A gente reivindica muito isso, como na universidade também se reivindica isso. A universidade é pior ainda. Pior no sentido de ela ser maior, né? E essa divulgação. Mas a gente já solicitou aqui que no site da Fundagem tivesse pelo menos quem representa o quê, né? Conselho disso, conselho daquilo, questões representantes. E que pudesse se ter também, caso a gente visse que era necessário um repasse do que aconteceu. Ou da própria ata, né? Que eles liberam antes da reunião anterior.","ctid:98","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 17.docx","default"," acontece? Independente de qualquer que seja a reunião que participe, a gente enquanto representante do poder público e do próprio município, nós preparamos um relatório e apresentamos não só ao secretário da pasta, mas para que possa ser encaminhado também para o prefeito municipal para que ele possa estar ciente daquilo que a gente está fazendo. Então, todas as","ctid:169","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 18.docx","default"," Tem, todas as viagens que eu faço ligadas à APA, as coisas que a gente tem ao retorno para a gente trazer para a secretaria, porque também é um algo público e que é público a gente passa, olha, está acontecendo isso, eu convido pessoas para mesmo que não participem do conselho, mas que eles se inteirem do assunto, mostram a secretaria o que está vendo quando recebem o convite, qual vai ser a discussão,","ctid:198","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 9.docx","default"," Sim, a gente tem, assim, tem pessoas aqui que são interessadas pelo meio ambiente, se preocupa.","ctid:415","2 Repasse para algumas pessoas do grupo que representa","","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 10.docx","default","Total, total, porque ela tem um plano de manejo, esse plano de manejo é discutido, esse plano de manejo é onde libera as piscinas naturais para a exploração náutica, nesse plano de manejo é onde diz que podem ir tantas embarcações, tantas lanchas, tantos caiaques, tantas jangadas, tantos catamarães, se tratando do nosso município, são três piscinas autorizadas pelo governo federal, então todo o plano de manejo que a gente chama da Bíblia, daqui da APA, a gente tem que trabalhar em cima dela, nessa unidade aí de conservação, então assim, isso é quem dá a normatividade ao turismo, isso é quem dá a oportunidade da exploração náutica, então isso, digamos assim, é a chave principal para alavancar o turismo ou também com a Bíblia, é isso que eu digo, vai depender de gestores do conselho, gestores quem está à frente, então com certeza isso aí, a APA é fundamental para mover a cadeia do turismo aí.","ctid:50","2 Turismo ecológico","","Turismo desejado","Núcleo de Políticas"
"Entrevistado 11.docx","default","Turismo é responsável, né? Eu acho que as áreas de preservação ambiental como essa nossa aqui, da área do professor, ela deve, digamos assim, ser humano devemos ter a oportunidade de conhecer de perto o meio ambiente.","ctid:63","2 Turismo ecológico","","Turismo desejado","Núcleo de Políticas"
"Entrevistado 12.docx","default","Então, desde a época da minha graduação que eu já trabalho com ecoturismo em ambientes naturais. Principalmente numa escola de ecoturismo. Fazia muita trilha, manguezal, mata atlântica. Quando eu fui pra morar em Milagres, eu fui pra abrir uma agência de ecoturismo","ctid:83","2 Turismo ecológico","","Turismo desejado","Núcleo de Políticas"
"Entrevistado 14.docx","default","Então, você deveria ter um disciplinamento e uma fiscalização, como existe em outros lugares do mundo, até para poder para poder se manter, porque a gente sabe que o turismo é uma atividade que se autodegrada. À medida que ela degrada o ambiente, ela está se autodegradando. As pessoas não vão voltar naquele lugar. Mas eu acho que teria que ter um rigor, uma fiscalização rigorosa. Nesse dia que eu vi, eu vi várias coisas. Nesse dia, não foi um dia, foi uma tarde. Aí tem as pessoas caminhando em cima dos corais","ctid:119","2 Turismo ecológico","","Turismo desejado","Núcleo de Políticas"
